DRIVER,CUSTID,LOCATION,CLUB_NAME,STARTS,WINS,AVG_START_POS,AVG_FINISH_POS,AVG_POINTS,TOP25PCNT,LAPS,LAPSLEAD,AVG_INC,CLASS,IRATING,TTRATING,TOT_CLUBPOINTS,CHAMPPOINTS
"Kenneth Moreland","186476","US","Texas",1065,65,7,9,83,338,56455,4727,3.59,"A 3.41",5005,1411,6141,88355
"Wesley Fulford","186060","US","Georgia",202,96,2,3,90,166,7982,4457,2.89,"D 4.20",5003,1350,0,18181
"Lance Nasseir","49893","CA","Canada",881,54,9,9,87,288,61005,4022,4.38,"A 3.11",5003,1312,4238,77007
"Scott Mann","43870","US","Northwest",236,91,4,4,81,137,12309,6267,1.45,"A 4.85",5002,1471,1342,19149
"Alex Monteferrante","32496","US","New Jersey",636,48,9,8,97,192,23647,1223,3.62,"B 2.85",4998,1312,3117,61972
"Santiago Tirres","179758","US","Carolina",869,147,7,8,113,393,50734,9002,2.97,"A 2.85",4998,1264,6457,98154
"Jake Griffin","96355","US","Mid-South",1199,136,8,8,70,381,46805,6422,4.07,"C 2.42",4991,1236,4662,84239
"Ken Wilborn","132011","US","Georgia",508,61,3,8,101,213,13002,3099,2.5,"A 4.74",4990,1402,3058,51079
"Jim Caudill Jr.","17695","US","Mid-South",411,93,5,7,146,241,29630,7233,2.18,"A 3.50",4989,1989,2869,59881
"Anthony Roselli","25944","US","New Jersey",286,17,13,10,101,75,20277,864,3.09,"A 3.30",4989,1190,876,28974
"Brian Mellendorf","29540","US","Illinois",129,20,9,5,121,67,8965,925,1.65,"A 4.99",4989,1868,1013,15670
"Dustin Dougan","256268","US","Great Plains",149,40,4,4,107,80,4200,1140,1.86,"A 2.90",4989,1403,826,15969
"Jason K Miller","120443","US","Mid-South",1327,31,12,10,90,246,113259,2165,2.77,"A 4.52",4987,1402,4436,118994
"Brandon Coppinger","43258","US","Mid-South",1254,67,12,10,130,351,104653,4688,4.48,"A 3.26",4986,1312,6042,163082
"Adam Elby","80993","US","California Club",429,49,6,6,78,148,12798,1713,3.22,"A 1.54",4984,1303,1464,33299
"Scoot Johnson","63092","US","Carolina",1381,117,9,9,95,476,104938,6969,3.28,"A 4.45",4982,1377,8828,130971
"Delonta' Ballard","86570","US","Virginias",450,28,10,10,91,135,30193,2626,3.69,"A 3.49",4982,1365,2510,40937
"Arthur Lucas","15724","US","Virginias",331,51,7,7,117,146,26631,4307,3.05,"A 4.99",4978,2397,2584,38736
"Mate Lorinczy","88587","HU","Central-Eastern Europe",572,96,6,8,101,284,34803,5162,2.6,"A 4.00",4978,1329,3932,58054
"Riley Stenjem","173787","US","Midwest",1573,335,6,6,97,796,65142,14756,4.41,"C 2.03",4974,1431,8775,152953
"Arron Maspero","16549","GB","UK and I",184,27,6,7,112,99,15207,2288,2.7,"A 4.28",4974,1990,1090,20527
"Troy Eddy","111813","US","Atlantic",760,120,4,7,95,378,37763,7201,1.63,"A 4.99",4969,1465,5696,71988
"Mitchell Hunt","23939","US","Carolina",1064,224,7,10,118,513,74124,17404,3.41,"P 4.50",4968,1644,8334,125850
"Samuel Harris","126777","US","Pennsylvania",1919,118,10,10,91,608,104402,5302,3.21,"A 4.69",4966,1434,9423,174235
"Adam Peter","17777","US","Illinois",165,38,6,6,105,82,10431,2984,2.21,"A 4.99",4966,1544,1275,17311
"David Burns","42516","US","West",436,88,4,5,94,178,17726,4056,2.18,"B 4.93",4964,1369,32,40840
"Francesco Rizzi","79429","IT","Italy",614,122,4,6,111,321,28932,6261,2.13,"A 4.77",4963,1376,3881,67930
"Darrell Hamlin","147566","US","Virginias",212,49,3,4,104,122,12085,3262,1.98,"A 4.48",4963,1672,1181,22152
"Brandon Wilson","205013","US","Carolina",347,95,4,6,109,196,12873,3978,3.54,"B 3.49",4963,1350,2292,37939
"Brandon Hauck","83493","CA","Canada",567,148,5,8,119,295,34765,9115,2.75,"A 3.27",4960,1811,3509,67667
"Tyler Burgess","40443","US","Mid-South",776,108,6,7,101,294,34754,5432,2.69,"A 1.59",4951,1317,2800,78141
"Brad Patton","41210","US","Ohio",2309,423,9,8,111,1031,118181,18586,3.8,"A 2.23",4949,1527,16849,255536
"Kyle J Gottula","23655","US","California Club",1332,315,6,6,113,680,73327,12475,3.15,"A 4.99",4948,1660,6527,150486
"Jeffery Mays","82052","US","Mid-South",215,36,4,6,97,112,12435,3523,2.25,"A 4.29",4940,1932,1630,20936
"Tyler Dalton","59410","US","Carolina",605,55,5,7,99,213,30826,4017,2.75,"A 4.34",4936,1739,3489,59760
"Kyle Crump","63058","US","Michigan",973,159,8,8,126,447,52816,6951,4.01,"A 1.40",4922,1411,6068,122134
"James M Linkiewicz","169102","US","Indiana",375,114,4,5,113,239,15062,5438,3.9,"B 2.33",4918,1288,1567,42250
"Robin Esterson","44747","US","New York",1387,74,9,9,57,327,51541,2614,3.59,"A 4.37",4916,1215,4720,78852
"Bobby Roberts","19828","US","Carolina",670,117,4,5,80,244,33770,6556,2.66,"A 4.97",4914,2006,2061,53744
"Martin Miller2","97012","US","Mid-South",200,28,5,7,91,89,15847,2914,1.6,"A 4.99",4913,1756,1184,18109
"Alex Warren","33194","US","Illinois",1464,177,8,9,113,576,90153,9926,2.25,"A 3.40",4913,1642,8858,165947
"Massimiliano Rizzi","76362","IT","Italy",618,50,5,8,89,199,27539,2785,3,"A 4.85",4912,1458,2441,55163
"Bill M Martin","176819","US","Midwest",134,45,6,4,110,85,6009,2033,2.86,"A 3.57",4911,1350,727,14746
"Ian Blanchard","66928","CA","Canada",420,102,6,6,89,180,22402,5208,2.52,"A 3.23",4910,1577,1875,37528
"Nick Galigan","264714","CA","Canada",128,41,4,6,117,72,6799,2558,2.63,"A 3.30",4909,1297,1209,15008
"Roy Elliot","144552","US","Ohio",381,58,9,7,89,167,16535,2657,5.08,"A 2.77",4908,1379,2096,34077
"Vinnie Sansone","20851","US","Illinois",2108,602,7,6,124,1306,143905,30521,2.09,"A 4.99",4901,2118,13428,260484
"Steve Linder","87713","US","Ohio",300,47,4,6,84,135,12419,2132,1.77,"A 4.80",4900,1836,1269,25176
"Nathan Lyon","43417","US","Great Plains",282,70,5,7,77,123,15493,4626,3.36,"A 4.88",4900,1607,1607,21767
"Justin Rowden","125218","US","Great Plains",1564,151,8,9,79,558,58032,4971,2.9,"A 3.61",4898,1136,8811,123426
"Derek Justis","119966","US","Mid-South",219,133,1,3,95,179,7748,5422,1.6,"D 4.99",4897,1360,97,20804
"Shane Dougherty","73755","US","Midwest",2092,200,7,8,105,850,118204,13100,2.81,"A 3.86",4896,1416,11825,220440
"Marco Jonkers","201228","NL","Benelux",129,87,1,2,97,111,3571,2751,1.3,"D 4.99",4893,1290,14,12509
"Chad Cole","30088","US","Midwest",190,37,6,5,112,107,9112,1570,1.47,"A 4.99",4891,1365,1077,21262
"Simo Leppänen","62518","FI","Finland",725,38,6,9,80,233,35148,2396,3.34,"A 3.40",4891,1516,3503,58343
"Mike Skarbowski","25630","US","Pennsylvania",160,58,5,3,111,99,7153,2145,1.67,"A 3.98",4891,1399,937,17680
"Cody McCawley","72964","US","Mid-South",813,139,7,8,80,324,41787,8097,3.35,"A 3.23",4890,1395,4544,65401
"Dylan Fitzpatrick","142754","US","Mid-South",733,111,6,8,96,351,34365,7023,2.55,"A 4.76",4890,1310,5042,70671
"Cole V Cabre","48893","US","Florida",3712,495,9,8,66,1317,121824,19327,3.62,"A 1.43",4888,1145,14784,246483
"Brett Jones","31843","US","Indiana",757,123,6,8,82,313,30401,6027,2.91,"A 4.08",4887,1315,4297,61928
"Dylan C Jones","103293","US","Midwest",1565,184,10,9,126,683,111182,8075,3.28,"A 2.25",4887,1308,9870,196752
"Tyler Shadduck","63750","US","California Club",949,332,4,5,96,541,37615,16800,1.93,"A 4.99",4880,1948,1658,91044
"James Zimmermann","35290","US","New York",112,56,2,3,114,76,5136,2927,1.13,"B 4.99",4878,1912,774,12757
"Thomas Hazard","16003","US","Midwest",774,266,7,6,151,495,53955,14258,2.83,"C 2.64",4875,1636,5236,117056
"Lewis Crisp Jr","91685","US","Virginias",493,98,4,5,89,267,24472,5932,1.65,"A 4.52",4874,1627,2321,43842
"Bentley Glaser","22085","US","Midwest",3358,377,8,8,80,1084,185931,24982,3.73,"B 2.35",4868,1351,16196,267193
"Derick Walker","160711","US","California Club",413,63,5,8,68,140,12087,2353,2.88,"A 2.54",4867,1229,1734,28117
"Peter Bennett","73446","US","Connecticut",1304,150,10,9,109,508,85211,7830,4.4,"P 2.29",4867,1287,8398,141559
"Paul R Evans","96993","GB","UK and I",422,150,3,5,69,227,12514,6463,1.86,"C 4.93",4867,1327,5,29097
"Anthony Price2","116112","US","Virginias",612,200,3,6,116,382,46200,18848,2.16,"A 4.99",4866,1334,4831,71115
"Jacob Adler","23351","US","West",207,30,6,7,124,83,17788,3329,3.07,"A 2.31",4866,1720,924,25602
"Alex Crapser","121001","US","Midwest",1387,238,5,5,112,790,60681,10527,1.96,"B 1.64",4866,1341,8190,154691
"Camaron Hamilton","25065","US","Mid-South",280,49,5,6,79,105,13249,3303,2.35,"A 4.65",4864,1333,1368,22237
"Toni Helminen","133182","FI","Finland",450,48,4,8,82,165,20252,3615,2.44,"A 4.99",4862,1222,2576,36805
"Alex Scribner","17883","US","Texas",1418,91,11,10,108,455,106044,7085,3.53,"A 4.55",4862,1672,7832,153491
"Wahaab Tahir","151774","US","New York",1458,175,6,9,80,487,58209,10279,3.39,"A 3.34",4858,1363,8545,116222
"James Howard","17179","US","Mid-South",319,70,5,7,100,152,21011,4515,3.75,"A 3.74",4856,1530,2228,31879
"Jordan Werth","77390","US","Florida",2643,566,6,7,127,1447,134500,29164,2.39,"A 4.61",4854,1331,22279,336025
"Samuel Roush","119014","US","West",813,46,11,10,70,203,49373,2717,3.63,"A 4.98",4852,1233,3094,56609
"Pebst Augusta","120505","NO","Scandinavia",4673,569,6,8,78,2026,214780,36395,1.42,"A 4.99",4852,1235,29993,366565
"Eric Sabol","73148","US","Pennsylvania",201,23,7,7,95,88,9195,1153,1.6,"A 4.64",4849,1238,1182,19118
"Kevin Tourigny","23909","US","New England",862,159,5,6,70,325,36002,7402,2.44,"A 4.95",4848,1723,2697,60587
"Brandon Salvatore","45248","US","Georgia",271,57,4,6,87,114,17709,5259,2.32,"A 4.60",4844,1710,1178,23501
"Austin Lamberth","76993","US","Mid-South",1600,320,6,7,109,795,76292,16701,3.68,"A 1.23",4839,1321,13050,174842
"James Zachary Floyd","87772","US","Mid-South",1390,184,7,8,87,509,62874,7569,3.91,"A 3.39",4837,1396,7133,120838
"Vincent D Davis","148723","US","Illinois",418,29,8,11,118,122,36196,1851,3.37,"A 4.99",4837,1332,1880,49504
"Scott E Hedrick","256680","US","Ohio",186,86,4,5,83,125,4743,2502,4.25,"D 4.43",4835,1354,386,15375
"Changyoun Kim","18067","KR","Asia",401,62,8,8,97,195,27062,3801,2.91,"A 4.99",4831,1656,2546,39064
"Zach A Hudson","30907","CA","Canada",832,23,13,10,110,189,50876,1648,2.99,"A 4.77",4831,1456,3648,91381
"Andrew Van Cleef","44042","US","Carolina",494,27,5,6,89,143,23349,1691,1.5,"A 4.99",4831,1986,869,44009
"Dylan Brockwell","98176","US","Virginias",839,147,6,8,86,371,27086,5410,3.12,"A 2.72",4826,1278,4758,72447
"Fred Lampela","71551","US","Midwest",455,167,2,4,104,268,20151,9435,1.91,"A 4.11",4822,1754,2463,47380
"Alex Bergeron","113861","CA","Canada",2263,333,7,8,98,990,89739,12279,3.49,"P 2.60",4818,1443,13997,220793
"Jacob Schneider","43402","US","Florida",1060,68,9,10,85,267,74362,3561,4.49,"A 4.30",4817,1440,3903,89765
"Corey Riley","33062","US","Virginias",120,43,3,4,115,72,6639,2938,1.08,"A 4.99",4814,2143,833,13787
"Larry Scott Jr","69870","US","Mid-South",423,72,7,7,108,209,31766,6196,3.52,"A 4.01",4813,1595,3386,45829
"Blair Mckinlay","17355","NZ","Australia/NZ",210,53,5,5,80,99,6308,1478,2.59,"B 4.99",4809,1337,764,16855
"Joey Israelson","43526","US","New England",1100,87,7,9,107,376,59122,4924,4.18,"B 2.54",4806,1337,4698,117768
"Jeremy Davis","25294","US","New England",212,47,6,5,96,100,9465,2159,2.34,"A 4.65",4804,1924,962,20374
"Cale Gale","18392","US","Carolina",176,70,5,5,114,110,8562,3328,2.2,"B 3.46",4803,1378,1151,20036
"Joseph Gulotta","64504","US","New York",925,122,8,9,87,327,46081,6345,4.5,"A 3.36",4801,1357,4371,80835
"Jakub Brzezinski","247681","PL","Central-Eastern Europe",207,76,5,6,109,131,9527,2348,2.73,"A 4.15",4801,1289,1875,22530
"Tristan Combs","108904","US","Virginias",361,27,9,9,86,115,22391,2168,3.35,"A 4.99",4800,1445,1862,30901
"Nicholas Johnston","175893","US","Carolina",441,79,11,9,126,222,26048,3417,3.57,"P 2.01",4797,1561,2933,55728
"Blaze Crawford","228088","US","Georgia",947,153,6,7,67,360,29857,5543,4.08,"A 2.78",4796,1148,2819,63015
"Bryan Fricke","118306","US","West",1383,90,12,10,75,387,79659,3219,2.81,"A 4.30",4795,1311,4765,103240
"Devin Smrekar","40451","US","Midwest",803,92,8,8,94,290,31042,4295,3.72,"A 2.55",4792,1387,4384,75874
"Mike Kirby","75135","US","Mid-South",897,103,6,6,82,323,41672,5881,1.93,"A 3.24",4790,1359,2903,73996
"Scott Eckrich","43977","US","Illinois",331,68,7,8,79,128,15856,3602,3.46,"A 4.82",4789,1616,1772,26135
"Joe Nathan","196089","US","West",664,63,8,8,103,246,44023,3706,3.16,"A 3.46",4789,1295,3512,68465
"Leighton B Sibille","143154","US","California Club",1314,104,8,8,91,435,60297,4866,3.36,"A 3.46",4788,1513,7181,119773
"Tommy Rhyne","16638","US","Carolina",568,28,9,9,122,170,48255,1672,3.11,"A 4.64",4783,1393,2822,69518
"JR Smith","190656","US","Texas",916,85,8,8,97,350,39274,5244,3.46,"A 4.34",4780,1070,5084,88812
"Cory Brown","65812","US","Carolina",698,58,10,10,82,201,55260,4009,3.09,"A 4.99",4780,1173,2916,57467
"Isaac Gann","164714","US","Ohio",527,206,4,6,112,344,22936,9339,2.57,"A 3.33",4780,1284,5362,58982
"Tim Doyle","15614","US","Atlantic",575,241,4,5,115,376,40806,18886,1.54,"A 4.99",4778,1325,5185,66230
"Garrett Mashburn","192654","US","Great Plains",458,82,5,6,82,201,18599,3928,2.3,"A 4.99",4773,1272,2590,37375
"Matthew Wright2","46206","US","New York",3175,472,7,7,127,1575,164149,22566,3.38,"A 1.62",4770,1718,24664,404521
"Shane Williamson","87821","US","Mid-South",1480,283,6,7,91,725,68915,13357,3.38,"A 1.05",4770,1621,10262,134833
"Dillon Pettus","15794","US","Mid-South",322,133,3,4,116,203,15737,5598,1.73,"A 3.58",4768,1485,1987,37213
"Tim Vesh","46700","US","Atlantic",864,137,7,6,112,370,47896,6513,2.35,"A 2.30",4766,1603,3635,96961
"Adam Burley","131942","US","New York",738,111,7,7,103,347,57178,9217,3.21,"A 4.69",4764,1371,5321,76014
"Adam Aenchbacher","30520","US","Georgia",453,75,5,7,95,210,33669,7095,3.25,"A 4.98",4763,1386,2788,43260
"CJ LaVair","30130","US","New York",2331,286,7,7,99,896,107618,12763,2.37,"A 4.99",4761,1694,8510,230128
"Danny Kemp","24086","US","California Club",553,81,5,6,98,223,28447,4196,2.62,"A 4.82",4760,1454,2476,54048
"Devon Janikowski","85798","US","Midwest",686,63,8,8,98,238,26288,2546,3.11,"A 2.26",4758,1439,3302,67339
"Carl Taylor","17132","US","Mid-South",1180,181,9,7,118,551,76864,9442,2.54,"A 4.17",4758,1438,9326,139816
"Trey McKinney","68770","US","Carolina",713,105,7,8,100,269,33139,5108,3.28,"A 4.29",4756,1298,4517,71191
"Carson Downs","31831","US","California Club",896,71,9,8,98,323,47153,3269,3.33,"C 2.52",4753,1482,4960,87508
"Phillip Cecil McCandless","96596","US","Carolina",842,217,6,6,101,438,36466,9515,2.12,"A 3.80",4753,1519,5351,85050
"Brenden Queen","38067","US","Virginias",787,148,9,8,83,320,36100,7271,3.75,"A 2.45",4753,1376,2911,65560
"Steven Gilbert","27915","US","Mid-South",1454,249,11,10,123,627,131264,23270,3.38,"A 4.99",4752,1782,10078,178858
"Brandon Buie","56846","US","Atlantic",1776,290,11,8,137,849,127411,12475,2.47,"A 4.43",4752,1400,14979,242627
"Justin Lisonbee","149073","US","West",880,139,7,7,70,338,30490,5200,3.02,"A 3.91",4749,1179,3507,61789
"Grant Ryals","196824","US","Florida",177,53,4,5,91,89,5291,1841,2.76,"A 2.20",4747,1323,832,16156
"Ronnie Royal","64534","US","Carolina",344,13,7,9,95,105,24797,1172,3.15,"A 4.99",4746,1935,2255,32704
"Andy Trupiano","218538","US","Michigan",849,146,6,6,94,431,40958,7688,2.15,"A 3.16",4744,1285,4951,79797
"Chad Presnall","96938","US","Texas",1360,87,6,9,86,382,49126,4654,4.37,"A 2.66",4743,1346,5282,116853
"Shane Miller","47775","US","Carolina",778,163,10,10,139,376,69545,11020,3.12,"A 4.46",4742,2031,5640,107944
"Doy Woods","18054","US","Georgia",664,63,7,8,115,255,46365,5266,2.86,"A 4.37",4742,1428,4382,76422
"Jason Loy","17281","US","New England",253,33,5,8,104,92,13849,1859,2.61,"A 4.99",4734,1641,1795,26244
"Brad Wright","18144","US","Carolina",1090,197,7,7,120,501,74987,14513,3.03,"A 3.41",4729,1587,6756,130481
"Jonathan M Smith","185940","CA","Canada",546,39,9,11,104,170,47968,2739,4.65,"A 3.57",4729,1237,2670,56953
"Joni Bäckman","54448","FI","Finland",567,68,8,8,97,204,32184,3096,3.62,"A 3.46",4728,1354,3110,54826
"Eric  Mauriello","39238","US","New Jersey",108,33,5,4,109,65,5764,2332,1.94,"A 4.99",4727,2035,563,11727
"Brett Jayne","31207","US","California Club",905,224,4,4,83,391,33953,8793,2.38,"C 4.55",4726,1279,3113,74776
"Josh Zirin","272262","US","New York",221,32,6,7,108,103,9481,1185,3.17,"A 4.30",4722,1286,1908,23771
"Dustin Lengert","46431","US","Canada",297,61,7,8,103,121,17702,3444,4.1,"A 2.57",4722,1504,1638,30496
"Alexander Abraham","83998","DE","DE-AT-CH",505,45,10,8,81,194,29288,2000,2.61,"A 4.83",4720,1244,2886,40881
"Seth Geary","243919","US","Florida",782,66,8,7,83,229,27887,2102,2.89,"A 4.43",4718,1340,3478,65092
"Zachary Phillips","85021","US","Atlantic",947,55,10,9,107,334,38587,2000,2.71,"A 3.25",4718,1316,5693,101035
"Chad Harnar","44782","US","Mid-South",812,78,8,9,98,305,56776,5815,2.74,"A 4.92",4715,1396,5370,79597
"Gonzalo Torres","93193","US","West",625,47,12,9,106,226,32289,1288,3.12,"A 4.29",4714,1301,3414,66147
"David Jaques","21921","CA","New York",455,76,4,5,98,227,25354,5053,2.61,"A 3.78",4714,1731,2743,44711
"Nick Northrop","158478","US","Northwest",1250,125,10,9,102,486,51390,3964,3.18,"A 2.16",4714,1334,7941,127546
"Guillermo Alvarez","159933","MX","Hispanoamérica",672,36,10,9,93,202,43880,1644,2.67,"A 4.99",4714,1386,3268,62637
"Wes Propst","17109","US","Virginias",451,23,9,7,80,119,31577,1550,2.45,"A 4.84",4711,1632,1801,35866
"Bryce Senesac","58359","US","Indiana",551,24,9,7,87,158,25190,1012,3.05,"A 3.13",4711,1340,2179,48155
"Charlie Foster","55867","US","New England",1369,206,7,9,112,576,80266,12642,3.71,"A 2.20",4710,1600,9255,153031
"John Paquin","40480","US","Indiana",93,52,2,4,104,69,6432,4207,1.04,"A 4.99",4710,2049,881,9661
"Tony Ball","89619","US","Florida",551,52,11,9,69,174,20668,2311,3.62,"A 2.73",4710,1369,3122,38085
"JW Wilson","91936","US","Great Plains",831,87,7,8,55,241,29772,2874,1.88,"A 4.99",4709,1593,3659,45585
"Jamie Holiday","127061","US","California Club",172,31,6,7,131,80,5098,873,2.95,"B 3.63",4709,1304,1154,22520
"D Neill","39500","US","Carolina",105,68,3,3,122,80,4813,2905,1.72,"B 3.66",4706,1404,431,12766
"Jeff York","31224","US","West",1773,118,7,8,61,459,99668,6761,2.72,"A 4.99",4703,1340,6306,107473
"Brian Day","16587","US","Mid-South",975,140,8,10,115,420,69862,9234,2.87,"A 4.17",4702,1630,7591,112148
"Scott Price","280366","US","Virginias",85,42,8,6,137,64,3165,1191,2.18,"A 2.35",4701,1306,897,11679
"Martin Thiemt","16889","DE","DE-AT-CH",562,174,5,5,118,325,44715,15179,3.21,"A 4.65",4701,1921,4516,66516
"Matt A Kingsbury","98898","US","New England",929,153,6,8,93,398,54277,10869,3.75,"A 3.55",4698,1422,6142,86152
"Matt DiBenedetto","28534","US","Carolina",305,76,7,6,125,168,16158,3503,1.9,"A 2.40",4693,1310,2657,38243
"Matt Bontempi","45261","US","New York",4432,289,8,9,78,1327,201843,14523,3.49,"A 3.31",4690,1400,17553,343490
"Patrick Fogel","16974","US","Pennsylvania",1096,174,9,8,131,488,73642,12073,3.78,"A 2.09",4689,1652,6475,143504
"Johnny Hodge2","237379","US","Mid-South",174,32,4,4,99,97,7500,1624,1.63,"B 3.59",4689,1298,948,17168
"Kevin Neidhart","33347","US","Florida",493,88,4,5,90,188,20346,3788,1.45,"A 4.99",4689,1520,214,44521
"Justin Michael","175503","US","Virginias",376,70,6,9,109,166,19982,3158,3.04,"A 2.79",4688,1305,2567,41097
"Riccardo De Nuzzo2","197817","IT","Italy",98,27,4,6,113,67,6436,1204,1.46,"A 4.83",4688,1341,800,11079
"Giovanni Mungin","26235","US","Pennsylvania",172,54,4,5,113,104,10724,3214,2.2,"A 3.55",4688,2988,1264,19421
"David Holak","21048","US","Indiana",83,43,2,4,114,58,4616,2441,1.01,"A 4.99",4688,1618,702,9488
"Ray Farlow","63259","US","Carolina",846,119,4,6,89,327,45633,6913,1.73,"A 3.71",4686,1967,3605,75577
"Kenneth Decker","17998","US","Illinois",568,96,4,7,108,243,45024,10752,4.27,"A 3.81",4686,1395,2964,61103
"Kollin Keister","88718","US","Atlantic",2220,823,4,6,135,1362,98383,38040,3.07,"A 2.20",4684,1506,17590,300468
"Alex Kan","33381","RU","Central-Eastern Europe",2840,775,4,6,100,1590,184385,48990,2.89,"A 3.64",4681,1402,20509,283155
"Stephanie Lessentine","69763","US","West",255,31,8,9,93,86,21651,2407,2.31,"A 4.40",4681,1892,1259,23835
"Austin J Yarbrough","184376","US","Georgia",1963,453,5,7,104,1003,77296,20032,3.69,"A 2.22",4681,1333,12591,203452
"Caleb Shelton","41324","US","Indiana",578,120,5,5,100,300,30287,6338,2.35,"A 4.11",4680,1721,3610,57580
"Trevir Camp","41103","US","Pennsylvania",215,18,6,7,85,73,7884,567,2.63,"A 3.52",4676,1541,763,18323
"Kyle J Donahue","37263","US","Great Plains",1380,211,7,8,81,559,50945,9843,2.68,"B 2.89",4676,1378,5338,111575
"Chris Silvestri","155936","US","New Jersey",2874,630,4,7,67,1296,92901,28612,4.48,"C 3.07",4674,1222,11242,191217
"Matt Pawelski","64400","US","Pennsylvania",496,59,8,8,86,205,19600,2682,3.04,"A 4.30",4671,1239,3140,42638
"Alex Labbe","55578","CA","Canada",286,36,6,7,86,123,12791,2600,2.74,"A 3.35",4669,1349,1715,24658
"Liam Brotherton","167354","US","Mid-South",144,32,5,8,105,66,7569,1938,2.81,"A 3.68",4667,1442,1053,15162
"Mark Dahlgren","16887","US","Great Plains",150,79,3,3,108,116,6690,3574,1.79,"A 3.74",4666,1793,1125,16245
"Chase Briscoe","58176","US","Indiana",1762,254,8,9,76,589,71392,11367,4.63,"A 2.09",4666,1360,8228,133574
"Trent Hullum","65930","US","Texas",398,30,6,6,85,121,23471,1623,2.54,"A 4.43",4665,1533,1486,33666
"Nathan Palmer2","193871","NZ","Australia/NZ",238,109,3,3,78,185,8580,4944,3.05,"D 3.50",4665,1350,0,18655
"Shawn Butler","101126","US","Northwest",902,118,6,7,95,394,37959,5540,2.46,"A 4.48",4665,1469,5720,85550
"James Allard","18095","US","New York",204,12,10,9,110,51,18659,812,2.67,"A 4.99",4664,1864,768,22489
"Jeremiah Zumwalt","206082","US","Ohio",134,15,9,8,115,63,9988,514,3.63,"A 4.05",4662,1630,580,15445
"Howard Fergerson Jr","18353","US","California Club",342,44,7,7,78,117,13761,2010,3.1,"A 2.25",4661,1340,1416,26683
"Tony Godwin","79187","US","Carolina",154,22,6,6,99,71,7748,1267,1.89,"A 4.53",4660,1616,1057,15250
"Johnny Reed Foley","46987","US","Florida",1305,180,7,9,74,438,57087,8661,4.02,"A 3.39",4659,1318,5722,97194
"Jon Adams","26970","US","Georgia",536,85,8,8,117,239,37932,5287,2.88,"A 2.29",4656,1665,3827,62527
"Shane Kline","38811","US","Carolina",376,52,5,6,85,132,20691,3902,1.86,"A 4.99",4656,1702,1473,32112
"Josh Fox","33992","US","Pennsylvania",967,264,4,6,113,529,48836,15849,1.99,"A 2.50",4655,1577,5591,109732
"Alec R Cain","109485","US","Illinois",450,83,8,7,89,186,14916,2167,2.73,"A 2.68",4654,1344,2035,39944
"Chris Smalley","22591","US","Carolina",333,67,5,5,109,149,19483,3167,2.94,"A 4.99",4654,1406,1429,36138
"JD Laird","15812","US","California Club",664,71,8,7,130,277,25353,3003,2.86,"A 2.43",4652,1367,5306,86297
"Jamie Macari","15634","US","Texas",205,30,7,7,116,100,9849,1501,2.41,"A 3.17",4651,1505,1513,23703
"Eric J Johnson","37539","US","West",515,19,11,8,91,141,21770,478,1.65,"A 4.99",4650,1417,2809,46685
"Shannon Caudill","102989","US","Michigan",339,42,7,7,92,142,16744,2616,1.82,"A 4.99",4645,1402,2254,31222
"Rett McBride","24292","US","Georgia",412,44,9,7,71,141,17482,1275,2.9,"A 4.57",4643,1400,2029,29354
"Dave Larkin","155119","CA","Canada",200,94,2,4,84,143,7634,4394,2.41,"D 4.99",4642,1350,50,16885
"Brian Yaczik","184585","US","Michigan",827,100,7,8,108,370,41977,5250,2.52,"A 3.56",4641,1260,5975,89422
"Josh Cooksey","44186","US","Indiana",261,28,6,8,102,99,18422,2053,2.69,"A 4.84",4639,1788,1824,26679
"Peter Fisher","43960","US","New England",551,88,6,6,85,215,26237,5233,2.09,"A 3.51",4638,1621,1884,46903
"Dennis Hirschka","90681","DE","DE-AT-CH",144,37,4,5,105,89,7002,1815,1.51,"A 4.77",4638,1383,1282,15186
"Chris Moss","18617","US","California Club",1033,55,6,9,94,292,68177,4089,3.13,"A 4.73",4636,1488,5615,96871
"Justin Dalsant","16958","US","Florida",203,59,7,6,116,99,15470,5095,3.18,"A 4.15",4634,1811,1815,23631
"Alex Ciambrone","56206","US","Pennsylvania",2306,542,5,6,104,1134,102975,26421,2.99,"A 1.39",4633,1578,12735,240348
"Junior Harville","193418","US","Carolina",733,124,5,6,74,307,36583,7612,2.58,"A 4.50",4628,1488,3097,53886
"Jake C Wright","167026","US","California Club",468,28,7,8,83,161,17388,1396,2.34,"A 4.99",4625,1260,2565,38783
"Ian T Smith","100643","US","Carolina",662,50,7,9,80,197,27333,2655,3.02,"A 4.53",4625,1303,3362,52897
"Jose Pinho","50079","US","Brazil",384,26,7,7,100,164,20093,1202,1.45,"A 4.99",4623,1138,2667,38221
"Jonathan Hamrick","273871","US","Texas",256,37,5,5,87,104,5711,916,2.13,"A 2.34",4621,1278,1179,22246
"Kyle Hadcock","17133","US","New York",226,27,8,8,123,82,19224,1782,3.33,"A 4.33",4620,1679,1360,27818
"Tyler Smith","47350","US","Florida",439,138,4,4,101,245,16151,6536,2.12,"C 3.57",4620,1333,914,44247
"Herbert Engelhart","45810","US","Mid-South",343,90,4,5,100,167,23922,8005,2.72,"A 3.44",4619,2403,1525,34256
