DRIVER,CUSTID,LOCATION,CLUB_NAME,STARTS,WINS,AVG_START_POS,AVG_FINISH_POS,AVG_POINTS,TOP25PCNT,LAPS,LAPSLEAD,AVG_INC,CLASS,IRATING,TTRATING,TOT_CLUBPOINTS,CHAMPPOINTS
"Jose Raul Sanchez Medina","194002","ES","Iberia",160,15,7,8,81,67,3014,288,4.26,"A 4.60",4338,1322,976,12955
"Beau Cattell","118066","AU","Australia/NZ",959,216,5,5,96,459,17268,3116,6.4,"B 2.12",4336,1233,3370,92259
"Brian Lockwood","75474","US","Florida",912,200,6,6,81,426,13018,2868,7.58,"C 3.73",4335,1874,4905,74012
"Arnaud Lacombe","25742","FR","France",97,52,3,5,104,60,1760,975,3.43,"A 4.48",4335,2205,613,10163
"George Maris","88295","AU","Australia/NZ",571,172,6,6,99,332,9911,2934,5.73,"A 3.62",4332,1696,4266,56801
"Chip Disharoon","20713","US","Atlantic",1818,706,4,4,82,926,31815,8382,3.82,"A 2.31",4331,1552,7594,149332
"Patrick Baaden","209649","DE","DE-AT-CH",252,25,7,7,81,96,5485,566,3.9,"A 4.99",4331,1279,1684,20301
"Jake Brooks","84367","US","Carolina",104,67,3,3,91,77,1840,250,4.4,"C 3.72",4329,1340,616,9473
"Raymond Norris","63723","GB","UK and I",709,109,6,7,70,240,11016,1655,6.91,"B 2.09",4327,1953,3160,49886
"Philip Ellis","32084","ES","DE-AT-CH",162,42,5,6,101,81,3313,608,4.47,"A 4.82",4327,1655,947,16420
"Stéphan Pottier","25736","FR","France",257,74,4,5,93,132,4872,1778,3.61,"A 3.19",4327,1846,1001,23993
"Victor Prieto","128484","ES","Iberia",446,56,9,8,61,127,8481,1324,5.07,"P 2.75",4325,1251,1527,27265
"Jan V. Merkatz","47543","DE","DE-AT-CH",106,34,3,4,100,69,1747,605,3.04,"A 3.49",4325,1670,769,10652
"Raymond Mooney","27174","GB","Celtic",186,66,5,6,118,115,4262,1602,5.39,"A 2.40",4323,1632,1330,21911
"Giorgos Tzanetos","62379","GR","International Club",117,55,1,4,101,74,1944,862,5.15,"A 3.48",4322,2952,583,11811
"Ales Papler","34432","SI","Central-Eastern Europe",165,40,5,5,107,92,3865,902,4.04,"A 3.48",4322,1600,1299,17608
"Niklas Hjelm","19294","SE","Scandinavia",696,81,7,7,87,264,14054,1673,6.2,"A 4.99",4322,1656,4095,60601
"Harris Christakopoulos","158349","IT","Italy",146,24,6,6,98,76,2346,350,4.52,"A 4.85",4321,1280,996,14323
"Christian Szymczak","16891","US","California Club",458,226,3,5,104,302,7939,4382,5.22,"P 2.42",4321,1997,3070,47788
"Duane Burns","17318","AU","Australia/NZ",372,59,3,4,94,199,7065,812,2.68,"A 4.99",4321,1414,2564,34936
"James Nance","16804","US","Virginias",114,45,4,4,103,71,2436,1084,2.76,"A 3.29",4319,1527,992,11733
"David Camilleri","100001","AU","Australia/NZ",455,201,2,3,87,280,7806,2748,3.28,"C 4.99",4319,2058,1684,39794
"Fran Rodriguez Jr","231636","ES","Iberia",123,30,6,6,89,68,1712,389,4.45,"A 3.66",4319,1308,346,11229
"Jason Lofing","28188","US","California Club",144,61,3,4,100,94,2589,1065,4.58,"A 2.24",4319,2267,823,14397
"Markus Baiersdoerfer","69595","DE","DE-AT-CH",294,25,4,5,82,108,4810,475,3.04,"A 4.91",4317,1871,1070,24224
"David Puchol","175657","ES","Iberia",114,39,4,5,96,71,1883,663,4.84,"A 3.45",4317,1927,1120,10960
"Flavien Vidal","53944","CA","Canada",303,115,3,4,89,182,5944,2517,5.67,"C 3.16",4316,1392,448,26972
"Jonathan Smith6","146505","GB","UK and I",197,18,7,9,71,88,3701,347,4.28,"A 2.22",4316,1242,1686,14891
"Ari Nieminen","209455","FI","Finland",1382,296,4,5,91,663,23675,2867,3.59,"A 2.41",4315,1276,5931,125978
"Körmöndi Attila","17385","HU","Central-Eastern Europe",141,34,3,4,106,77,2578,599,3.4,"C 4.61",4315,1307,557,14941
"Michael Colombo","38403","US","California Club",145,51,5,6,80,68,3154,1554,3.69,"A 4.78",4314,1471,764,11547
"Lukas Dolzer","187232","AT","DE-AT-CH",451,74,6,6,79,153,8593,331,6.66,"A 4.98",4313,1343,2202,35832
"Rami Kaukola","71343","FI","Finland",183,65,3,4,97,74,3558,355,3.47,"A 4.34",4313,2179,520,17686
"Fabrizio Gobbi","55621","IT","Italy",116,29,7,7,100,57,3429,874,5.72,"P 3.66",4313,1464,639,11600
"Patrick Bachelard","85437","CA","Canada",420,18,8,9,99,134,8573,256,5.27,"A 4.87",4312,2090,2252,41417
"Shane van Gisbergen","34038","AU","Australia/NZ",290,137,4,4,105,182,5261,2205,7.04,"C 2.23",4312,1389,1572,30415
"Lucas Michel2","98593","FR","France",178,15,6,7,84,77,3936,374,5.71,"A 4.99",4311,1685,1261,14896
"Michael Partington","254637","GB","UK and I",75,16,3,7,118,46,1570,416,3.29,"A 4.16",4311,1350,775,8852
"Miichael Rasmussen","122474","DK","Scandinavia",346,144,4,4,99,221,6495,2098,3.69,"A 4.99",4310,1350,1816,34232
"Ben Taylor","54438","AU","Australia/NZ",153,56,3,4,100,91,2398,995,4.1,"B 2.53",4309,2258,773,15358
"Gorka Barron","196623","ES","Iberia",280,33,9,8,103,127,5462,341,5.45,"A 4.99",4308,1294,2192,28832
"Sebastien Raymond","208015","CA","Canada",112,13,6,5,96,50,1640,172,2.71,"A 2.44",4307,1672,593,10805
"Andries Fourie","162013","ZA","International Club",2743,540,4,6,74,1221,35647,9545,5.03,"B 3.74",4305,2626,9733,203081
"Jason DeVriese","16743","US","Florida",128,42,4,4,122,84,3414,518,2.15,"A 4.99",4305,1758,1061,15563
"Nathan Ciarlo","183222","BR","Brazil",402,23,8,10,79,132,7882,569,6.78,"A 3.01",4305,1600,2409,32387
"David Soranzo","153428","FR","France",549,18,7,8,93,164,12320,265,5.28,"A 2.62",4305,1796,2921,51209
"Michele Curina","37976","IT","Italy",1053,94,9,7,81,352,18591,1345,5.75,"A 3.05",4303,1778,4838,85414
"Mika Korkeamäki","35617","FI","Finland",271,98,3,5,93,145,4793,1955,3.08,"A 2.62",4303,2226,1388,25242
"Florian Kirchhofer","26458","DE","DE-AT-CH",443,49,7,7,96,168,11792,1067,4.72,"A 3.98",4303,2673,2343,42645
"Shannon Whitmore","10040","US","New England",47,23,4,6,115,29,1222,502,3.26,"P 3.10",4302,2416,292,5410
"James Stevenson","17944","AU","Australia/NZ",140,27,6,6,108,65,4015,565,3.01,"P 4.80",4302,1857,967,15056
"Jamison Sampaio","73389","BR","Brazil",751,155,4,5,86,357,14253,2795,5.58,"A 3.26",4301,2425,3208,64671
"Murray J Burchett","51233","AU","Australia/NZ",920,245,4,4,85,505,15803,3547,2.82,"A 2.42",4301,1148,4492,78538
"Austin Espitee","80719","US","New England",958,113,7,7,52,282,18847,3209,5.17,"A 4.99",4300,1287,2773,50179
"Sam Fitzpatrick","230733","GB","UK and I",342,58,7,6,76,96,7029,1274,6.37,"A 3.48",4300,1457,840,25910
"Adaildo Vieira","143022","BR","Brazil",207,20,6,7,86,82,4521,420,4.73,"A 3.42",4299,1404,1459,17728
"William Fernandes Rodrigues","195655","BR","Brazil",250,73,3,7,96,132,4679,1410,4.98,"A 3.71",4299,1901,1127,24782
"Roman Cajka","260975","CH","DE-AT-CH",357,25,7,7,67,115,4668,287,4.32,"B 3.51",4298,1993,1966,23803
"Chris Lazarevic","40588","AU","Australia/NZ",1130,276,5,7,67,504,14533,5018,6.08,"A 2.40",4298,2850,6491,75473
"John Bonta","135984","SE","Scandinavia",352,39,7,7,87,155,6451,677,3.1,"A 4.99",4296,1317,2286,30656
"Dominick Kortum","133641","DE","DE-AT-CH",432,33,10,9,86,124,7537,309,4.4,"A 4.99",4296,1350,2131,37599
"Bojan Neumann","144528","DE","DE-AT-CH",634,14,11,12,92,145,12888,309,6.02,"A 2.47",4295,1722,3616,58081
"Uwe Jacobsen","48582","AU","Australia/NZ",448,30,5,5,87,153,8766,554,2.88,"B 4.67",4294,1256,2049,39000
"Charles DRACOULIDES","16112","FR","France",72,26,3,4,106,47,1386,481,2.79,"A 4.39",4293,2291,457,7638
"Bradlee Haley","213240","US","Northwest",621,58,7,7,80,257,11288,920,4.45,"A 3.68",4293,1668,3909,49719
"Iraklis Alexios Mathiopoulos","128882","GR","International Club",573,106,4,7,77,234,9459,1818,6.92,"A 2.03",4293,1348,2274,44125
"Juan A. Balcázar","133810","ES","Iberia",654,56,6,6,68,203,8581,851,5.65,"C 4.31",4292,1521,1141,44346
"Sota Muto","165169","JP","Asia",181,41,4,5,85,100,2794,508,4.32,"A 4.99",4292,1795,1083,15344
"Mick Watson","81191","GB","UK and I",416,41,6,7,51,128,5953,732,5.33,"B 4.79",4291,1990,1207,21358
"Sebastian Prol","190587","ES","Iberia",914,98,7,8,86,374,14493,1358,4.13,"A 3.12",4290,1398,5871,78547
"Frank Bloem","31011","NL","Benelux",94,25,3,4,103,51,1651,442,1.54,"A 4.99",4288,2204,472,9675
"Ronan Taugeron","28391","FR","France",344,103,5,5,103,192,9900,3303,4.24,"B 3.74",4288,1661,1996,35349
"Tim Holgate","17051","US","Ohio",564,85,6,7,89,199,15739,3177,4.7,"B 4.99",4287,1694,2791,50306
"David J Burns","195649","GB","UK and I",499,79,5,6,85,243,6988,1147,4.14,"A 2.40",4286,1607,3309,42561
"Tim Hendrixen","270824","NL","Benelux",210,35,6,6,85,88,2842,332,5.2,"B 2.72",4286,1408,1152,17746
"Blake Coppo","75301","AU","Australia/NZ",314,58,7,6,79,127,6742,645,6.71,"A 2.05",4284,1867,1452,24852
"Antonio Amaro","201986","ES","Iberia",333,18,6,7,78,104,6011,387,3.9,"A 2.46",4284,1277,1827,26054
"Andrew Pinkerton","73585","US","Mid-South",362,42,7,6,72,124,7344,760,5.95,"A 2.44",4283,1244,1613,26159
"Chris McGowen","18225","US","Northwest",219,23,6,6,76,78,3852,328,2.64,"A 4.24",4282,1919,1128,16683
"Diogo Moreira2","129222","BR","Brazil",173,22,6,9,90,74,2995,396,6.43,"A 3.75",4281,1356,1309,15519
"Andy Carey","37374","AU","Australia/NZ",347,162,4,4,89,217,4960,2386,6.02,"B 2.75",4281,1390,1297,30973
"Danijel Makaus","61207","DE","DE-AT-CH",251,28,6,7,90,103,5305,485,4.46,"A 4.40",4279,1954,1516,22475
"Manu Domingo","251932","ES","Iberia",174,32,7,7,92,85,4574,1158,5.23,"A 3.73",4278,1350,1191,15973
"Renato Dornelles","82632","BR","Brazil",93,58,1,3,104,72,2604,1338,3.16,"A 4.97",4278,2313,683,9663
"Jordi Rosell","208923","HK","Iberia",648,68,7,8,67,218,10960,1414,5.74,"A 3.56",4278,1531,3718,43273
"Mitchell McLeod","19885","AU","Australia/NZ",1280,400,5,5,112,788,21853,6067,4.69,"A 1.83",4277,1508,7941,143634
"Jeroen Ganzeveld","18145","NL","Benelux",213,42,4,5,101,99,3955,768,2.91,"A 2.29",4275,2164,907,21436
"Darryl Sutherland","70754","US","Ohio",223,45,5,5,88,119,5731,894,3.26,"A 4.99",4274,1647,1540,19621
"Tomas A Klopp","49473","DE","DE-AT-CH",333,112,4,5,94,181,7446,2978,4.29,"C 3.42",4270,1524,2124,31411
"Marc Beeson","19862","AU","Australia/NZ",492,67,4,5,87,201,10485,1566,3.1,"A 4.99",4270,1828,1768,42904
"Mark MacDonald","185066","US","Illinois",500,39,8,9,90,182,8597,615,5.46,"A 2.30",4268,1254,3292,45163
"David Krikorian","34107","US","California Club",127,43,5,4,80,70,3518,1152,3.26,"A 3.38",4267,1525,351,10211
"Tom Kumpen","250760","BE","Benelux",78,28,7,5,112,48,1410,223,6.99,"B 3.08",4267,1316,785,8766
"Bruno Said","55841","BR","Brazil",166,57,3,5,101,111,2720,961,4.16,"A 4.33",4265,1341,877,16827
"Shane Zadow","154235","AU","Australia/NZ",744,214,4,4,79,319,13455,2496,5.14,"A 3.60",4264,2099,3447,58587
"Daniel Santana","72683","BR","Brazil",195,8,5,7,87,68,3832,287,5.29,"A 3.19",4264,1342,1031,16996
"Kieron Peace","62858","GB","UK and I",218,37,7,6,115,91,6662,604,3.57,"A 4.29",4263,1318,1225,25041
"Thomas BOUCHE","194111","GB","UK and I",285,43,6,7,77,113,7667,1188,6.05,"A 4.23",4262,1443,1418,21885
"Dániel Sinka","43897","HU","Central-Eastern Europe",562,150,4,6,111,326,10406,2869,4.78,"B 4.15",4262,1333,3584,62272
"Josh Thompson","219696","GB","UK and I",428,58,10,9,84,188,5992,1053,5.54,"A 3.42",4262,1293,3470,35807
"Danny Davison","16644","AU","Australia/NZ",201,88,3,6,101,122,3735,1895,3.67,"A 2.32",4261,1896,1178,20234
"Richard Walker","16703","GB","UK and I",100,8,5,6,108,48,3786,403,1.81,"A 4.99",4259,3002,762,10752
"Adam Miles","28523","GB","UK and I",173,42,4,4,106,89,3174,789,5.18,"A 2.66",4258,1461,899,18336
"Leandro Schmidt","15343","BR","Hispanoamérica",46,15,3,5,136,33,1090,326,.91,"A 4.99",4258,2425,286,6233
"Jason Marechal","111913","FR","France",629,85,7,6,79,161,14748,449,7.5,"A 3.10",4257,1350,2316,49761
"Johannes Maiworm","208137","DE","DE-AT-CH",163,23,7,8,78,68,2617,414,4.53,"A 3.50",4256,1278,1371,12745
"Alexandre Le","154396","FR","France",94,27,6,5,101,50,1397,387,4.09,"B 3.23",4255,1648,677,9460
"Mark Turner4","92855","GB","UK and I",267,26,5,6,88,106,4667,289,2.93,"A 4.84",4255,2225,1390,23456
"Maxime Scalabrini","233114","FR","France",214,17,8,9,80,71,4427,431,7.47,"A 1.19",4255,1350,1356,17135
"David Benedict","59112","US","Ohio",238,72,3,4,85,111,4368,519,4.31,"B 2.71",4253,1929,852,20194
"Adam Bluhm","16226","US","Pennsylvania",113,16,5,5,106,69,2477,277,2.45,"A 3.71",4253,1374,743,12029
"Marvin Hanke","35263","DE","DE-AT-CH",211,28,9,9,83,67,3774,332,4.15,"A 3.85",4252,1407,1258,17536
"Aaron Osborne","73344","AU","Australia/NZ",289,49,6,6,72,101,4495,731,5.96,"A 4.62",4251,1752,1141,20783
"Felipe Olivetti","42880","BR","Brazil",235,83,2,4,80,108,4122,1054,6.34,"B 3.99",4251,1334,1218,18731
"Anthony Delahayes","237739","FR","France",157,10,6,6,91,67,2184,177,4.17,"B 3.50",4250,1310,742,14331
"Brian Heath","98316","US","New England",237,47,4,4,105,146,4787,1009,1.78,"A 4.99",4250,1453,1790,24880
"Daniel Behrensen","21149","DE","DE-AT-CH",879,124,4,7,77,355,16756,2847,4.31,"A 2.70",4250,2205,5164,67337
"Jose Cerpa","160310","ES","Iberia",732,45,7,9,67,178,12499,789,4.65,"A 3.56",4248,1268,3291,48829
"Jorge A Flores","214826","MX","Hispanoamérica",263,19,6,7,76,89,5276,285,4.81,"A 4.99",4247,1559,1697,20037
"Christian Michel","123477","DE","DE-AT-CH",93,15,8,7,108,54,2136,266,4.78,"A 3.09",4247,1292,978,10016
"Rygh Galloway","44653","US","Great Plains",365,54,4,7,81,103,8806,1099,7.23,"A 4.79",4247,1604,1037,29413
"Attila Papp Jr","17893","HU","Central-Eastern Europe",665,80,6,6,92,222,14934,1851,3.61,"A 4.57",4247,1827,3198,61046
"Jake Donald","72866","US","Pennsylvania",353,72,7,7,76,153,6346,892,4.33,"A 3.58",4246,1346,1809,26654
"DongWoo Gang2","107331","KR","Asia",382,116,6,5,85,224,5275,1682,4.94,"B 2.59",4244,1350,1079,32411
"Troy Burgess","82201","AU","Australia/NZ",255,60,4,5,77,125,4686,1166,7.4,"C 3.46",4244,1394,613,19748
"Scott McLaughlin2","61197","AU","Australia/NZ",222,57,6,6,83,106,3801,1048,7.08,"C 2.28",4242,1274,739,18444
"Andrea Masiero","94380","IT","Italy",101,18,4,4,103,46,2716,367,3.74,"A 4.14",4242,1700,464,10373
"Nolan Scott","15639","US","Mid-South",141,43,6,6,104,85,3162,879,4.47,"A 2.21",4242,2155,1046,14610
"Anthony Miller","22703","GB","UK and I",620,67,5,7,83,236,11910,1584,4.03,"A 3.38",4240,1866,2651,51485
"Sergio Mezcua","195334","ES","Iberia",386,72,4,5,90,185,5257,1078,5.42,"B 2.38",4239,1932,233,34769
"Chris Keogh","26917","US","Illinois",251,36,7,5,87,93,5194,300,4.86,"A 2.49",4239,1719,1138,21906
"Craig Carmichael","18196","AU","Australia/NZ",261,38,5,5,85,116,5550,673,2.21,"A 4.45",4239,2547,1543,22078
"Xavier Schwartzmann","183861","FR","France",209,21,6,6,85,100,3316,347,3.62,"A 3.27",4238,1989,1577,17675
"Rob Wilkinson","20012","US","Michigan",148,44,5,4,99,82,3318,866,2.2,"A 4.99",4235,1920,839,14622
"Michael Erian","175004","RO","International Club",902,28,9,10,71,242,14074,564,4.92,"A 2.20",4235,1179,4374,63665
"J-Max Rode","140918","FR","France",243,44,6,7,84,106,3045,385,4.49,"A 4.67",4234,2061,1379,20345
"Michele Perrachino","35013","IT","Italy",132,25,3,4,114,76,2342,510,2.98,"C 4.55",4234,1962,566,15092
"Anto Mn","215134","FR","France",256,23,9,7,88,97,4237,254,4.64,"A 1.40",4231,1290,1707,22495
"Kevin Duwel","64165","BE","Benelux",455,58,7,6,90,186,11067,632,4.82,"A 3.56",4229,1508,1952,40732
"Alexandre Valette","218921","FR","France",456,27,8,9,91,157,6189,397,5.19,"B 4.51",4229,1350,3087,41581
"Alberto Diaz","220610","ES","Iberia",297,20,8,9,80,88,3940,238,3.55,"A 4.24",4228,1315,1563,23762
"AJ Bear","141410","AU","Australia/NZ",1034,210,4,6,82,470,16242,2627,3.84,"A 3.73",4227,2070,6747,85158
"Mick Carr","84121","GB","UK and I",2251,253,5,6,64,630,36771,3347,4.49,"B 2.95",4227,1847,8003,143626
"Paul Richards","16590","GB","UK and I",141,19,6,6,109,64,4284,356,2.33,"A 4.64",4227,2321,642,15367
"Marcello Rivera","78730","AU","Australia/NZ",324,97,5,5,94,184,5144,1513,5.57,"P 2.44",4226,1512,2044,30539
"Sam Alanson","40585","AU","Australia/NZ",89,50,2,3,100,57,1174,710,4.36,"C 2.98",4222,1461,0,8897
"Artur Turcu","15378","DE","Central-Eastern Europe",87,33,4,7,122,52,1975,787,3.26,"B 2.67",4222,2241,350,10576
"Dean Allen2","85340","GB","UK and I",177,37,6,5,92,77,4065,220,4.86,"A 4.99",4221,1719,756,16360
"Rodrigo Lisowski2","253559","BR","Brazil",265,23,7,9,79,100,5020,475,4.84,"B 3.93",4220,1284,1810,20960
"Victor Ignacio Sanhueza Bustos","133386","CL","Hispanoamérica",708,309,4,4,76,407,9410,2543,3.49,"C 2.12",4220,1203,1383,54066
"Million Roux Alexandre","85702","FR","France",1194,209,5,6,72,516,20590,4116,5.98,"A 4.90",4219,1774,6429,85758
"Maik Paluch","77860","DE","DE-AT-CH",190,30,6,5,85,63,3568,566,3.12,"A 3.20",4218,1573,908,16132
"Thomas GERSTENBERG","232436","FR","France",243,61,6,6,70,87,4096,264,2.96,"A 4.80",4217,2033,1089,17014
"Joseph Fabian","80138","AU","Australia/NZ",94,37,3,5,100,60,2492,1137,3.52,"A 3.04",4216,1463,399,9405
"Kevin Bouhalassa","26220","CA","Canada",558,52,7,7,91,198,16194,794,4,"A 4.67",4215,1600,3145,50689
"Perttu Rossi","17803","FI","Finland",97,13,4,5,110,47,2344,261,2.58,"A 4.28",4214,1853,579,10701
"Rene Cremer","15781","DE","DE-AT-CH",325,118,3,4,100,190,5688,2099,1.77,"A 4.43",4214,1885,1345,32611
"Luis Miguel Lumbreras Carou","203313","ES","Iberia",122,10,6,7,100,58,2553,239,2.7,"A 2.60",4214,1276,984,12219
"Andreas Wottawa","63920","DE","DE-AT-CH",211,39,4,5,100,96,4375,440,3.14,"A 3.65",4213,1808,1135,21143
"Ben R Chadwick","116165","GB","UK and I",90,21,3,5,106,55,2231,311,1.54,"A 4.99",4212,1344,647,9581
"Markus Vogt","101541","DE","DE-AT-CH",163,28,6,7,91,85,3203,510,3.87,"A 3.31",4211,1326,1461,15690
"Ronny Hähnel","56601","DE","DE-AT-CH",50,37,2,2,124,45,1003,762,2.86,"A 4.99",4211,1311,413,6179
"Ermanno I Palumbo","53975","IT","Italy",707,88,4,6,107,326,13020,1117,5.13,"C 2.38",4210,2078,4405,75421
"Arjan Uijtdewilligen","102662","NL","Benelux",207,55,3,4,76,116,3416,1106,4.44,"B 4.74",4209,2550,1148,15663
"Hayata Asaga","223954","JP","Asia",291,41,7,6,80,118,4750,574,5.62,"A 4.46",4209,1350,922,23152
"Alex Crapser","121001","US","Midwest",564,137,4,4,80,235,9143,1390,3.64,"A 3.58",4207,1594,2000,45019
"Alexandre Simonnet","204930","FR","France",185,21,7,8,92,60,3384,476,6.2,"C 4.57",4207,1451,1291,16981
"Johannes Schafranka","61852","DE","DE-AT-CH",182,26,5,6,98,74,4707,142,5.71,"A 3.17",4205,1455,1103,17916
"Dan Heron","211283","CH","DE-AT-CH",129,15,6,7,94,55,2192,281,2.8,"A 4.32",4205,1886,890,12124
"Benjamin Hackeson","169393","GB","UK and I",313,41,6,6,85,126,6236,452,4.28,"A 3.29",4203,1292,2030,26498
"Niki Djakovic","118763","NL","Iberia",161,56,3,5,80,84,1937,758,3.77,"C 4.34",4203,1360,89,12923
"Petr Lisa","28867","CZ","Central-Eastern Europe",108,25,4,5,93,72,1593,370,4.88,"C 4.18",4203,2265,654,10066
"David Sadeh","175872","US","California Club",145,62,3,4,95,94,2092,869,4.64,"B 2.42",4203,2176,1074,13743
"Thomas Tartari","39340","IT","Italy",310,15,7,8,80,102,5862,193,4.08,"A 3.41",4202,1506,1902,24861
"Ed Rice","110719","US","Mid-South",340,42,5,5,84,138,5274,794,2.75,"A 3.36",4202,1796,1632,28624
"Michael Cracknell","52957","AU","Australia/NZ",708,66,7,7,92,308,14627,1713,4.56,"A 2.95",4202,1315,4767,64870
"Roberto Badinelli","146145","IT","Italy",186,12,7,8,88,75,3905,146,2.27,"A 4.99",4201,2211,1298,16410
"Justin Tipton","220235","US","Texas",345,42,6,7,69,121,4762,608,4.73,"B 3.43",4200,2483,1640,23799
"Phil Blythe","101381","GB","UK and I",425,31,7,8,86,164,8441,952,7.28,"B 3.63",4198,1429,2929,37134
"Nathan Johnson","23764","GB","UK and I",163,21,5,5,90,78,3542,643,3.25,"A 4.99",4198,2203,1013,14650
"Chris Palmer","21399","AU","Australia/NZ",142,32,5,6,108,69,3066,850,3.91,"A 2.71",4196,1974,612,15329
"Daniel Benefield","105139","AU","Australia/NZ",600,143,6,7,70,246,12705,3488,5.08,"A 4.19",4196,1448,3225,41901
"Patrick MÜhlbachr","83253","DE","DE-AT-CH",386,72,4,5,61,71,7742,172,3.59,"A 4.99",4196,1834,705,23636
"Merlin Böddecker","260181","DE","DE-AT-CH",204,56,4,5,82,108,1978,528,6.9,"D 2.37",4195,1453,118,16659
"Phil Mishaga","182854","US","California Club",314,23,9,8,55,84,5930,80,4.65,"A 4.35",4192,1268,1158,17186
"Niko Kupari","36195","FI","Finland",333,153,3,3,109,225,5051,2290,3.06,"D 3.72",4192,1350,0,36419
"Jan Aleksandrov","231828","SI","Central-Eastern Europe",237,40,5,6,87,111,3613,769,6.19,"B 2.53",4192,1350,382,20515
"Jean Pierre","62427","BR","Brazil",347,105,4,5,84,180,6316,2213,5.27,"A 3.26",4191,1886,634,28991
"Diego Gomez García","162391","ES","Iberia",207,49,4,7,95,111,3535,1020,4.36,"A 2.40",4191,1351,1723,19757
"Mickael Lamoureux","141847","FR","France",320,24,7,7,105,126,5478,365,4.2,"A 4.99",4190,1357,1389,33703
"Sean O'Gorman","66671","US","Ohio",1100,326,4,4,79,440,18222,2791,6.33,"B 2.20",4189,1299,2090,86836
"Michael Abrams","71755","US","New York",193,35,5,5,94,85,4973,532,2.89,"A 4.99",4189,1304,893,18231
"Stephane Tribaudini","27481","FR","France",299,78,4,5,104,158,5761,1426,4.24,"B 1.53",4189,1779,1524,31229
"Uwe Kriebel","38863","DE","DE-AT-CH",1183,580,4,4,101,837,19142,8947,1.49,"C 4.99",4188,2090,8504,119563
"Marc Beckhaus","225688","DE","DE-AT-CH",174,18,7,8,89,80,3188,293,4.17,"A 3.69",4186,1725,1486,15517
"Guilherme Faustini","51607","BR","Brazil",244,38,5,6,81,107,4285,807,4.83,"A 3.11",4185,1415,1317,19694
"Mehdi Mokrani","156708","DZ","International Club",1827,309,5,6,91,891,27994,4581,4.25,"A 2.53",4185,1873,9215,166048
"Jamie Rosenzweig","17735","AU","Australia/NZ",113,26,4,4,103,51,2397,624,2.69,"A 4.99",4184,2184,467,11693
"Yudai Narumi","61510","JP","Asia",258,54,5,8,73,112,5701,1682,6.95,"A 3.43",4184,1407,1241,18887
"Soeren Kolodziej","69481","DE","DE-AT-CH",333,34,7,8,87,142,6453,888,5.87,"A 3.56",4184,1807,2433,28844
"Amandio Paz","261314","BE","Benelux",148,29,4,5,91,74,1790,415,5.68,"C 3.14",4182,1350,18,13457
"Martijn Arnoldus","207774","NL","Benelux",593,113,6,7,66,239,8932,1916,5.41,"B 3.93",4181,2339,3498,39040
"Chris Pasquarella","34964","US","New York",192,48,6,5,93,104,3486,869,4.31,"B 2.17",4181,1392,1128,17777
"Jan Kuipers","140961","NL","Benelux",2080,62,11,11,93,599,45241,1427,5.11,"A 4.11",4181,1852,12680,194007
"Andy Gooderson","43040","GB","UK and I",650,79,6,6,70,194,14356,612,3.05,"A 4.99",4180,2004,2852,45177
"Steve Honan","119185","AU","Australia/NZ",520,118,3,6,94,280,10742,3048,4.03,"A 4.62",4180,1988,4014,48916
"Eric Foss","21410","US","Texas",588,304,3,3,109,377,10737,4933,4.45,"B 3.56",4179,1753,3068,63812
"Robbert de Rooij","66924","NL","Benelux",644,108,5,5,89,231,15172,1160,4.38,"A 2.32",4179,1398,2928,57448
"Sergi Segarra","231275","ES","Iberia",320,23,8,9,81,95,5088,385,5.69,"A 3.45",4177,1318,1492,26054
"Andrew P Taylor","73955","GB","UK and I",210,23,4,5,84,89,3376,401,2.47,"A 4.47",4177,1432,1031,17667
"John Palmer","19884","AU","Australia/NZ",452,49,5,5,83,172,11238,1193,1.78,"A 4.74",4177,1414,2277,37638
"Vik Tomov","105840","AU","Australia/NZ",441,85,4,5,68,173,7242,1443,6.34,"C 2.28",4176,1569,591,30181
"Carlos Pavone","252931","US","Iberia",616,131,4,5,70,276,9144,2371,4.38,"B 4.59",4176,1832,1773,43383
"Ari Maree","119103","AU","Australia/NZ",253,74,3,5,78,131,4420,1482,5.17,"A 3.91",4174,1442,1208,19809
"Aurélien Verchère","230519","FR","France",239,7,6,7,87,70,3369,99,3.07,"A 4.62",4174,1373,1049,20751
"Sergio Hernando","190926","ES","Iberia",230,21,7,8,80,75,4581,315,3.58,"A 3.94",4173,1350,1243,18300
"Carlos Scalassara","157035","BR","Brazil",1436,163,7,7,81,537,21114,2435,4.72,"A 2.45",4173,1350,6164,116216
"Janne Kaisla","212495","FI","Finland",170,17,6,9,79,70,2940,353,5.56,"A 2.82",4172,1660,1439,13511
"Csaba Volyka4","95164","HU","Central-Eastern Europe",120,49,2,4,96,79,2369,1041,4.43,"D 4.32",4172,1473,62,11561
"Jose M. Sicilia Sanchez","116031","ES","Iberia",380,24,7,8,74,109,6785,500,6.99,"B 2.28",4172,1284,1958,28058
"Eduardo Henriques","24793","PT","Iberia",523,57,6,7,83,239,9206,890,3.33,"A 4.99",4171,1894,3172,43360
"Chris Murakami","120774","US","Northwest",1092,113,5,5,74,414,17644,1859,5.29,"C 4.61",4170,1283,5134,80844
"Gorka Iturrate","219841","ES","Iberia",739,62,6,7,70,207,9628,907,4.63,"A 2.19",4170,1951,2443,52061
