DRIVER,CUSTID,LOCATION,CLUB_NAME,STARTS,WINS,AVG_START_POS,AVG_FINISH_POS,AVG_POINTS,TOP25PCNT,LAPS,LAPSLEAD,AVG_INC,CLASS,IRATING,TTRATING,TOT_CLUBPOINTS,CHAMPPOINTS
"Andrey Zotov","56549","RU","Central-Eastern Europe",366,34,6,6,60,80,7093,460,4.95,"A 2.64",2805,1312,862,21906
"Claude Lessard","115739","CA","Canada",1964,26,10,9,55,267,36367,987,3.78,"A 4.95",2805,1446,5919,108894
"Atsushi Maeda","235958","JP","Asia",992,58,6,7,52,205,14514,917,4.32,"A 2.95",2804,1380,2018,51310
"Steven Romano","21174","US","Florida",104,13,6,4,74,31,1677,175,2.49,"A 3.66",2804,1544,272,7692
"Jamie Fluke2","208954","GB","UK and I",24,10,9,3,101,17,396,89,2.46,"B 2.73",2804,1350,98,2424
"Radcliffe Pike","19339","US","New England",426,66,5,6,86,182,9548,1829,3.42,"A 3.44",2803,1800,2164,36818
"Dan Sanger","31313","US","Midwest",321,104,9,7,77,164,6001,2507,5.23,"A 1.49",2803,1277,1641,24672
"Cedric Fraud","257841","FR","France",108,10,6,9,81,45,1221,93,6.03,"A 1.39",2802,1350,658,8781
"Luis Babboni","19965","AR","Hispanoamérica",796,51,7,7,78,213,19418,1312,3.9,"A 4.22",2802,1714,2786,61787
"Ernesto Morales","22201","ES","Iberia",168,20,5,6,75,56,2454,469,4.85,"C 4.05",2802,2098,611,12580
"Andreas Hartmann","95148","AT","DE-AT-CH",55,7,6,5,79,13,1253,23,3.56,"A 4.99",2801,1375,158,4338
"Terence Riddle","34256","US","Michigan",217,13,7,7,69,54,4574,319,3.29,"A 3.21",2801,1286,711,14976
"James Wyckoff","45572","US","Texas",120,18,4,6,73,52,2571,606,3.23,"A 4.14",2801,1766,532,8812
"Pierre Chiniard","36965","FR","France",139,14,6,7,71,39,2344,202,3.05,"A 3.09",2800,1552,545,9839
"Mike Mathews","30018","US","West",128,13,5,6,70,31,2786,131,7.23,"B 2.99",2800,1611,369,8974
"Justin Di Giandomenico","59961","AU","Australia/NZ",119,27,8,8,47,40,1604,449,4.92,"B 4.72",2799,1346,516,5629
"Kevin Pape","122795","DE","DE-AT-CH",86,2,12,10,76,19,2003,100,2.63,"A 4.99",2799,1572,417,6511
"Gabriel Castlebary","112278","US","California Club",165,13,8,7,61,33,2605,181,3.65,"A 3.53",2799,1464,623,10113
"Chris Hogan","117655","AU","Australia/NZ",241,7,9,7,46,36,4255,104,4.43,"B 3.25",2799,1238,456,11015
"Ville Peltomäki","116519","FI","Finland",50,20,3,3,71,23,698,293,4.6,"D 4.82",2799,1359,147,3532
"Matthew Escajeda","125132","US","California Club",227,13,8,8,72,71,3715,179,5.3,"A 3.36",2798,1413,939,16401
"Rene Beitz","36077","DE","DE-AT-CH",145,5,6,6,90,41,2656,89,2.83,"A 3.28",2798,1299,586,13103
"Nick Koudourakis","59092","GR","International Club",506,32,8,10,57,119,10512,497,7.24,"A 4.64",2798,1456,1861,29057
"Nicolas Bever","232975","FR","Benelux",117,12,9,9,78,38,2095,134,5.84,"B 2.64",2797,1473,497,9069
"Ryan Collins","33747","US","Ohio",414,14,9,8,56,62,12320,541,4.75,"A 4.99",2797,1290,808,23046
"Brady Meyers","153942","AU","Australia/NZ",147,12,7,7,64,40,2172,249,7.24,"C 3.79",2797,1272,531,9411
"Paweł Zielenkiewicz","275910","PL","Central-Eastern Europe",289,43,5,7,61,93,2870,649,4.8,"C 2.86",2797,1548,143,17560
"Kevin Schofield","16828","US","New England",110,11,6,5,71,27,1928,211,3.49,"B 3.40",2796,1384,288,7840
"Guido Jantos","243029","DE","DE-AT-CH",351,12,10,11,50,70,7037,241,7.59,"A 4.31",2796,1611,1815,17441
"Frank Convertino","47570","US","West",359,36,6,7,63,79,6416,306,4.34,"A 3.83",2796,1284,1063,22761
"Carlos Amorim","107192","BR","Brazil",279,44,7,6,48,95,3681,646,6.32,"C 3.13",2796,1331,423,13282
"Braith Morrow","128154","AU","Australia/NZ",302,40,5,5,58,53,5162,76,4.5,"A 3.79",2796,1449,768,17876
"Donny Tytgat","16626","BE","Benelux",88,15,6,6,88,40,1700,365,4.18,"A 2.32",2795,1927,356,7775
"Stéphane Schmit","197494","FR","France",369,7,9,9,52,60,8397,126,5.84,"A 3.62",2795,1582,1058,19225
"D. Gregory Faure","214547","FR","France",157,10,9,9,72,43,2600,183,4.74,"A 4.20",2795,1728,575,11299
"Nicolò Cuomo","205542","IT","Italy",307,18,12,11,53,94,5090,331,5.57,"A 3.65",2795,1310,1994,16188
"Matteo Ferretto","190882","IT","Italy",248,13,9,10,64,56,4251,240,6.79,"B 2.87",2795,1401,872,15834
"Normand Biron","146630","CA","Canada",231,12,8,10,62,54,4107,220,5.06,"A 3.69",2795,1231,1143,14247
"Austin Smith","21551","US","Mid-South",200,22,6,6,70,63,3207,372,6.65,"C 3.39",2795,1345,400,14016
"Piotr Grzechowski","100450","PL","Central-Eastern Europe",200,6,7,9,68,59,3877,242,6.08,"A 3.25",2795,1337,879,13547
"Willem Botha","60783","ZA","International Club",156,24,5,5,58,39,2535,130,6.24,"B 3.39",2795,1635,386,9063
"Sidney Gladstone","30211","BR","Brazil",173,11,8,7,62,36,3325,136,3.24,"A 4.52",2795,1780,638,10783
"Sam Adams","73159","US","Midwest",919,174,7,7,53,302,12006,2280,7.2,"A 1.10",2795,1496,2640,48386
"Ben Warren","69608","GB","UK and I",232,30,5,6,63,73,4489,357,5.83,"A 2.55",2795,1399,1012,14680
"Maik Haller","95988","DE","DE-AT-CH",259,51,3,4,64,56,4696,706,4.81,"A 3.82",2795,1857,466,16679
"Paul Devine","22793","US","Florida",255,23,6,6,82,105,5677,552,4.07,"A 4.71",2794,1461,1494,20896
"Iriome martin","223689","ES","Iberia",151,10,8,8,66,42,2386,165,6,"B 2.75",2793,1350,684,9956
"R Chapman","208327","US","Georgia",82,14,6,6,73,41,1454,278,5.32,"A 2.36",2793,1350,502,5989
"Andres Redondo Perez","168628","ES","Iberia",447,7,8,9,56,69,8081,126,4.94,"A 3.27",2793,1264,1648,25147
"Chris Walker2","38589","GB","UK and I",228,50,4,5,54,55,3480,153,4.95,"C 4.20",2793,1344,524,12401
"Morgan Ide3","99959","FR","France",357,85,5,5,58,89,5199,695,8.96,"C 2.28",2793,1455,508,20781
"Charles Leo","82082","US","West",81,6,5,6,70,32,1277,129,3.36,"A 2.54",2793,1272,372,5676
"Jorge Cavalli21","242216","BR","Brazil",210,18,8,9,60,67,3513,312,5.26,"A 3.38",2793,1350,1374,12501
"Dylan Ecclestone2","119301","CA","Canada",189,4,11,9,62,47,3898,68,6.36,"A 2.45",2793,1350,915,11751
"Stuwie White","213264","ZA","International Club",151,19,6,7,69,48,2831,215,5.41,"A 2.22",2792,1360,807,10350
"Bty Andrej","57009","SI","Central-Eastern Europe",81,12,6,7,68,25,1200,178,5.68,"C 4.36",2792,1254,274,5537
"Wade Hays","224777","US","Midwest",262,38,4,5,61,49,4538,181,2.92,"A 4.99",2792,1898,637,16019
"Salvatore Rossi","29918","US","New York",240,24,9,7,54,66,5865,571,4.65,"C 2.44",2791,1247,665,13005
"Borja Mill�n Su�rez","80977","ES","Iberia",93,18,3,5,68,41,1732,381,5.49,"D 4.69",2791,1289,0,6335
"Dmitri Vesselovski","43114","CZ","Central-Eastern Europe",709,12,12,11,67,104,14732,332,5.59,"A 2.35",2791,1611,2677,47730
"Michael DuTemple","45025","US","California Club",271,16,8,8,60,65,6330,381,5.22,"A 2.66",2791,1477,1105,16129
"Radoslaw Grabowski","43027","PL","Central-Eastern Europe",87,23,3,6,69,42,1245,408,3.63,"A 4.21",2791,2052,372,5991
"Thomas Morris","80650","US","Georgia",121,20,5,5,61,19,2836,238,2.12,"A 4.57",2791,1549,258,7393
"Lucas Loyarte","254026","AR","Hispanoamérica",399,24,7,7,60,111,5920,339,4.97,"A 2.85",2790,1304,1478,24053
"Matthew Kingsley","19715","AU","Australia/NZ",91,30,4,5,78,48,1820,693,3.85,"B 3.56",2790,1904,489,7105
"Jonathan Stiener","24119","US","Indiana",233,16,6,7,71,68,4453,307,5.02,"A 3.34",2790,1657,899,16514
"Ramon Culell","49696","ES","Iberia",48,15,3,5,80,24,818,296,5.25,"B 4.44",2790,1635,208,3840
"Jörn Dombrowski","233748","DE","DE-AT-CH",27,6,6,5,97,19,291,106,2.56,"B 4.99",2789,1308,221,2618
"Ryan Ligon","15134","US","Great Plains",426,8,9,9,60,53,9341,102,3.75,"A 4.39",2789,1544,1297,25719
"Bill Lawrence","27914","CA","Canada",224,11,7,7,64,61,3669,153,4.02,"B 3.26",2789,1693,867,14432
"Joona Karimaa","17798","FI","Finland",52,10,4,4,79,21,955,151,3.69,"B 3.55",2789,1735,152,4130
"Andrew Smart","40100","ZA","International Club",308,32,5,8,62,92,5567,843,4.21,"A 4.42",2789,1300,1185,19217
"Joakim Svensson","175460","SE","Scandinavia",286,10,9,9,72,58,5487,97,7.15,"A 3.35",2789,1310,1251,20529
"Jacob Linkiewicz","134857","US","Illinois",97,6,6,6,66,29,1183,56,4.43,"A 2.58",2789,1245,113,6418
"Cody Kutzner","29974","US","California Club",89,12,5,5,67,41,2273,444,3.76,"A 2.46",2789,1481,301,5967
"Renato Horvath","159330","HU","Central-Eastern Europe",785,65,6,7,57,192,11421,1110,4.95,"A 2.32",2789,1250,495,44686
"Tim Stoll","228743","DE","DE-AT-CH",133,6,8,8,69,38,2485,91,3.08,"A 3.54",2788,1660,604,9218
"Tamas Klein","65418","AE","Central-Eastern Europe",219,36,6,6,72,83,3761,579,6.36,"B 2.61",2788,1339,443,15877
"Justin Moody","51338","US","Great Plains",52,10,3,5,69,24,895,170,3.44,"B 4.48",2788,1070,245,3578
"Aleksi Mikkola","146568","FI","Finland",409,4,10,9,60,47,6931,45,3.92,"A 3.55",2788,1298,946,24741
"Manuel J. Lopez","248260","ES","Iberia",103,5,7,8,71,18,1513,84,4.69,"A 2.61",2788,1206,251,7292
"Simon Melhuish","24525","GB","UK and I",187,16,9,6,64,41,3762,142,6.06,"A 4.77",2787,1295,486,11950
"Derek Palmer","160510","GB","UK and I",164,23,6,10,67,60,2828,535,6.78,"B 2.26",2787,1308,960,11110
"David THOMAS8","184996","FR","France",328,21,8,7,55,53,5620,292,4.81,"A 3.78",2787,1149,918,18048
"Daniel S Gomes","42955","BR","Brazil",385,62,5,6,77,158,6963,1262,5.94,"B 2.93",2787,1715,1389,29700
"Andrew Rouillard","109416","CA","Canada",315,66,3,6,77,136,4665,1190,6.35,"B 2.22",2787,1747,1626,24199
"Christian Carola","74561","CA","Canada",40,7,4,6,86,21,555,105,2.98,"B 3.75",2787,1533,330,3423
"Manuel Sicilia Viedma","89905","ES","Iberia",67,20,3,5,66,35,1227,488,7.45,"C 2.38",2787,1351,0,4428
"Robert Bernabeu","199637","ES","Iberia",324,14,8,9,59,85,5436,285,5.27,"A 2.51",2786,1260,1519,19239
"Stewart Hall","100557","AU","Australia/NZ",184,7,8,10,66,47,4355,307,5.22,"A 4.31",2786,1351,923,12169
"Roland Stöllinger","125712","AT","DE-AT-CH",365,28,8,8,72,104,6323,215,6.51,"A 2.64",2786,1286,1669,26269
"Quentin Young","119087","US","New York",610,41,9,8,46,82,12995,650,6.57,"A 4.99",2786,1383,1587,28192
"Jon Aizpurua Berrocal","28989","ES","Iberia",98,13,4,5,68,26,1269,219,5.19,"A 4.99",2785,2645,174,6675
"Martin Nachtsheim","18987","DE","DE-AT-CH",195,7,7,7,71,39,3915,147,4.43,"A 2.29",2785,1612,572,13820
"Adam Chmielewski","107700","GB","UK and I",175,37,5,7,54,57,2816,458,4.73,"A 3.11",2785,1294,561,9530
"Báldi Gergő","205156","HU","Central-Eastern Europe",32,20,2,3,84,24,445,331,3,"D 4.37",2785,1350,15,2681
"Donny Daems","92735","BE","Benelux",187,19,5,6,65,46,3406,287,5.42,"A 3.19",2784,1816,374,12220
"Marcel Jeleniowski","97113","DE","DE-AT-CH",189,17,8,8,69,51,3413,330,5.88,"A 3.14",2784,1338,779,13060
"Jerome  Devis","226147","FR","France",435,5,11,9,58,82,7036,82,4.84,"A 2.58",2783,1291,1667,25074
"Wesley Jonker","182722","NL","Benelux",119,9,6,7,75,29,1941,82,4.28,"B 4.43",2783,2037,486,8918
"Andrew Allen","75798","US","California Club",211,46,6,5,61,78,3560,557,6.88,"B 2.60",2783,1486,562,12812
"Kris Trott","45578","AU","Australia/NZ",291,24,7,6,69,62,5628,232,3.33,"A 3.49",2783,1325,885,20220
"Magnus Björndal","50227","SE","Scandinavia",54,20,5,5,72,32,796,339,2.76,"A 2.45",2783,1522,169,3881
"Wayne Funston","34775","AU","Australia/NZ",1422,266,6,5,76,677,20851,3497,3.77,"B 3.41",2783,2106,7926,108625
"Jason Bence","94647","AU","Australia/NZ",511,40,7,8,73,152,10158,830,5.76,"A 2.59",2783,1803,2696,37487
"Gildo Neri","181601","IT","Italy",143,29,4,10,58,53,2323,734,5.06,"A 3.45",2782,1638,931,8241
"Brice Simeon","66629","FR","France",218,18,7,7,67,52,4442,187,3.6,"A 4.83",2782,1508,619,14595
"Rory Butcher","195171","GB","UK and I",152,23,8,8,57,55,2032,349,6.62,"B 3.30",2782,1350,289,8650
"Ryan Reynolds","18084","US","California Club",137,9,8,6,69,30,3095,25,3.83,"B 4.85",2781,1724,373,9399
"Ignas Abeciunas","241533","LT","Central-Eastern Europe",182,7,8,7,59,42,2766,152,6.34,"A 1.06",2781,1326,574,10665
"Adam Thorn","192096","GB","UK and I",306,28,6,7,58,61,4391,179,4.47,"A 2.42",2781,1357,287,17878
"Joe Flanagan","15297","US","Carolina",183,4,8,8,52,29,6756,545,3.69,"A 4.99",2781,1435,554,9538
"Juho Selin","184296","FI","Finland",150,20,8,7,70,45,2329,266,5.37,"A 4.27",2780,1432,575,10497
"Klaus Beier","155346","US","California Club",196,9,6,7,63,54,3188,137,2.98,"B 4.70",2780,1592,915,12378
"Yuriy Kokushkin Yuriy Kokushkin","126394","RU","Central-Eastern Europe",265,34,6,8,65,87,5294,562,6.51,"A 3.10",2780,1826,672,17316
"Stéphane Le Bourhis","54645","FR","France",508,46,7,7,75,129,10064,538,3.22,"A 4.50",2780,1268,1865,37862
"Ryan von Steinen","58400","US","West",48,10,5,5,75,26,912,132,5.83,"A 2.47",2780,1423,182,3601
"Cedric Finsac","78873","FR","France",355,14,10,9,58,68,7689,301,5.14,"A 2.55",2780,1270,1284,20426
"Arthur Chan","52080","CA","Canada",423,34,6,6,75,114,7337,258,6.97,"A 4.99",2780,1622,954,31820
"Jeffery Vandervort","132179","US","Midwest",384,21,8,8,66,90,7182,279,4.05,"A 2.15",2780,1271,1580,25385
"Igor Stadnik","251602","RU","Central-Eastern Europe",85,11,7,7,60,29,1265,250,6.8,"B 3.11",2779,1205,485,5121
"Roberto Betori","15653","IT","Italy",12,2,4,5,105,6,255,72,3,"A 3.37",2779,1581,83,1262
"Slawomir Twardowski","105358","NL","Benelux",207,28,6,8,65,83,3309,531,6.57,"B 2.43",2779,1511,1270,13511
"Cody Bird","81984","AU","Australia/NZ",176,7,8,8,66,45,2896,103,6.04,"A 3.36",2779,1332,637,11554
"Erno Kuronen","61111","FI","Finland",102,25,5,6,76,48,1634,518,3.73,"B 4.30",2779,1870,307,7708
"Julien Hervé","18925","FR","France",82,3,7,6,79,20,1675,34,4.78,"A 3.25",2778,1398,289,6479
"Connor Clifford","47609","US","Illinois",403,98,4,5,89,225,6496,1768,4,"A 2.62",2778,1752,2474,35940
"James Fellows","60044","GB","UK and I",129,23,6,6,67,51,2210,542,4.81,"A 2.18",2777,1453,383,8661
"Jesus Martinez Hort","222191","ES","Iberia",271,6,10,10,65,51,4474,96,4.34,"A 2.52",2777,1435,1224,17519
"Mark Gile","41700","US","New York",233,19,5,6,61,54,3701,401,6.67,"A 2.04",2777,1472,435,14283
"Roberto Desiderati","55689","IT","Italy",66,8,3,5,68,20,857,108,4.65,"C 3.63",2777,1479,14,4465
"Lance Nasseir","49893","CA","Canada",250,21,9,8,49,67,4850,407,6.86,"A 1.42",2777,1294,916,12353
"Robin Walters","169845","GB","UK and I",105,9,6,8,68,34,1656,237,5.17,"B 3.26",2777,1367,326,7105
"Martin Gloesmann","24052","AT","DE-AT-CH",197,4,7,8,56,27,3507,77,3.57,"A 4.99",2776,1670,376,11099
"Jani Koskinen","119652","FI","Finland",78,5,6,6,73,19,1148,90,6.38,"A 2.67",2776,1391,186,5663
"Anthony Grant","128480","CA","Canada",375,55,5,5,63,49,8886,480,2.78,"A 4.95",2776,1322,750,23607
"Matthias Aman","41877","DE","DE-AT-CH",64,2,5,6,80,18,1463,62,2.08,"A 4.99",2776,1803,350,5143
"Jari Kokkola","57728","FI","Finland",138,22,10,7,77,27,2470,34,7.42,"A 2.51",2776,1440,420,10650
"Daniel Garrison Jr","85691","US","New England",348,48,4,6,78,130,6309,894,4.8,"A 4.87",2776,1511,1490,27069
"Lukas Johnson","94243","US","Midwest",141,44,4,6,74,73,2236,856,3.98,"A 2.50",2776,1700,465,10404
"Antonio josé Vicens Orts2","286988","ES","Iberia",63,10,6,5,77,29,908,129,4.46,"C 3.28",2775,1350,77,4867
"Miles Brecknock","216861","AU","Australia/NZ",425,29,6,7,49,113,5628,470,5.75,"A 2.20",2775,1406,1249,21023
"Jean-Francois Boyer","19632","CA","Canada",189,5,10,9,63,38,3387,130,5.13,"A 3.49",2775,1281,632,11953
"Cris Gallego","88663","ES","Iberia",56,20,4,6,66,29,946,342,3.79,"A 4.50",2775,1274,359,3702
"Florian Navarro","83596","FR","France",126,23,6,7,60,41,2441,310,8.39,"B 4.99",2775,1299,278,7517
"Patrick Dreyer","159827","DE","DE-AT-CH",562,28,6,8,49,126,7774,477,5.82,"A 2.10",2775,1330,1982,27794
"Tommy Rhyne","16638","US","Carolina",202,11,8,7,67,52,3932,97,2.81,"A 3.58",2774,1238,688,13441
"Michael Legg2","183666","AU","Australia/NZ",170,23,8,7,63,45,2792,206,5.78,"A 2.15",2774,1338,502,10777
"Rene Sowada","28830","DE","DE-AT-CH",56,11,4,4,74,19,1116,187,1.75,"B 4.99",2774,1935,186,4131
"Gyorgy Rab","156993","HU","Central-Eastern Europe",455,39,8,9,76,134,8535,561,5.74,"A 3.66",2773,1554,2559,34607
"Shannon Galloway","112154","US","California Club",248,45,5,5,70,107,3915,775,5.63,"B 2.31",2773,2085,1280,17237
"Stanimir Zuzov","79924","BG","Central-Eastern Europe",368,49,4,7,52,83,7680,578,5.38,"A 3.70",2773,1592,537,19223
"Tomislav Drakšić","120890","HR","Central-Eastern Europe",47,12,3,5,75,25,716,131,8.81,"B 2.32",2773,1699,90,3534
"Gerardo Babio","195956","ES","Iberia",84,12,3,5,65,29,1263,201,5.69,"C 2.09",2772,1350,64,5430
"David Daum","216094","AT","DE-AT-CH",240,46,5,7,66,95,3042,774,6.35,"C 2.26",2772,1312,1241,15820
"Toni Lepo","34262","FI","Finland",547,46,7,6,63,127,7721,562,4.3,"B 3.28",2772,1600,513,34516
"Jose Manuel Vega","144028","ES","Iberia",154,14,6,8,70,56,2113,245,5.08,"C 3.62",2772,1591,580,10753
"Markus Henkel2","115489","DE","DE-AT-CH",48,9,5,4,79,19,730,146,2.44,"A 4.88",2772,1621,63,3804
"Niklas Segerstrale","273315","FI","Finland",91,6,8,8,69,29,1305,80,4.23,"B 3.82",2771,1233,460,6262
"Brian Cartier","159143","US","California Club",199,15,8,7,54,42,4160,110,5.41,"A 4.80",2771,1625,619,10788
"Lee McRae","141513","GB","UK and I",253,26,8,7,49,76,3120,331,3.86,"A 4.62",2771,1290,992,12285
"Ian Rogers","37999","GB","UK and I",185,4,7,7,68,15,4182,11,3.75,"A 4.95",2771,1863,436,12612
"Gareth Brocklesby2","102640","GB","UK and I",3552,1116,4,4,70,1627,54718,18238,4.06,"B 2.54",2771,1638,12813,250162
"Kazutomo Yano","42440","JP","Asia",303,41,6,7,65,106,4724,906,4.25,"A 2.21",2771,1380,1197,19807
"Patrick Brouillette","106750","CA","Canada",196,9,9,8,73,45,4599,88,3.18,"A 3.09",2771,1341,717,14249
"Bingen Jimenez2","260578","ES","Iberia",46,6,7,7,88,23,728,98,3.55,"B 4.99",2770,1306,194,4050
"Dave Oliver","48161","AU","Australia/NZ",425,26,11,9,76,121,9993,491,8.33,"B 1.56",2770,1477,1850,32301
"Martijn Hillegers","91281","NL","Benelux",351,13,10,8,60,60,6053,273,5.88,"A 4.20",2770,1398,1179,21221
"Nicolas Surillet","119354","FR","France",206,14,7,9,66,62,3103,306,6.7,"B 2.49",2770,1312,890,13630
"David Hornillos Sánchez","205820","ES","Iberia",460,9,10,10,55,83,8192,184,5.88,"A 2.40",2769,1284,1712,25366
"Adam Covell","23311","GB","UK and I",190,4,9,8,60,27,4933,59,4.63,"A 4.18",2769,1331,407,11404
"Dustin Midyett","81160","US","Great Plains",136,10,6,7,66,37,2938,243,4.63,"A 4.33",2769,1282,449,8967
"Marc Vasaturo","18488","US","Pennsylvania",209,9,8,7,68,39,5022,187,2.7,"A 3.98",2769,1429,632,14193
"Dmitriy Nanba","74918","RU","Central-Eastern Europe",243,19,6,7,66,63,4766,407,6.04,"B 2.39",2769,1454,800,15937
"Nicolas Reganaz","41782","GB","UK and I",45,10,3,5,83,21,695,206,4.89,"C 3.48",2769,1336,145,3733
"Marek Nasucinski","47547","PL","International Club",66,33,2,4,84,47,783,491,4.7,"C 3.39",2769,1887,93,5549
"Christian Nötzli","100827","CH","DE-AT-CH",99,12,5,6,68,24,2071,185,4.2,"B 4.86",2769,1594,302,6752
"Michael Roth","16686","US","Great Plains",44,11,5,5,85,20,872,187,3.16,"A 3.61",2768,1950,243,3754
"Lorenzo Facchinetti","30072","IT","Italy",128,23,4,4,87,67,2247,502,4.05,"B 2.16",2768,1404,620,11171
"Carlos Fos","110178","ES","Iberia",303,20,5,7,66,84,6085,473,6.21,"A 3.17",2768,1378,1232,19868
"Erik Buter","262662","NL","Benelux",240,33,6,6,72,96,3723,625,5.85,"B 3.13",2768,1453,1015,17272
"Andrés Azpiazu","167788","ES","Iberia",102,27,5,6,83,48,1560,458,5.3,"C 2.58",2768,1350,137,8490
"Felix Polyudov","217712","DE","DE-AT-CH",130,13,6,6,62,41,1863,228,5.05,"B 2.47",2768,1247,375,8098
"John D Walker","223590","US","Virginias",24,14,3,4,96,18,295,116,3.88,"D 3.75",2767,1350,31,2305
"Amadeu de Brito","153862","BR","Brazil",1202,111,8,9,60,312,19506,1558,5.15,"B 2.37",2767,1802,2601,71708
"Leeam Allardh","198656","SE","Scandinavia",38,10,5,4,79,21,501,126,2.68,"C 4.43",2767,1350,207,3000
"Bruno Marques","15785","PT","Iberia",18,12,1,3,112,16,344,235,1.11,"A 4.43",2767,1508,168,2021
"Denis van der Schilt","203433","NL","Benelux",282,37,5,5,52,56,3860,74,4.69,"A 1.49",2766,1696,631,14606
"Ryan EB Harris","113880","AU","Australia/NZ",79,7,7,7,73,21,1256,137,5.68,"B 3.51",2766,1365,220,5798
"Ronnie Åkesson","36903","SE","Scandinavia",356,23,7,7,77,108,10182,713,4.55,"A 4.39",2766,1311,1276,27282
"Goran V Stefanovic","30028","RS","Central-Eastern Europe",151,19,4,5,65,34,2202,340,5.38,"C 3.11",2766,1311,134,9743
"Feike Steenbergen","43210","NL","Benelux",109,5,6,6,74,23,1773,84,3.06,"A 4.70",2766,1643,330,8097
"Dani Rustic","112617","ES","Iberia",250,24,5,6,65,77,3408,372,6.37,"D 3.69",2766,1350,0,16309
"Michael Denton","83529","US","New York",320,44,4,4,59,49,6243,426,4.23,"A 4.22",2765,1825,411,18969
"Tobias Bauer","123596","DE","DE-AT-CH",72,8,6,6,70,27,1074,123,5.19,"A 3.23",2765,1950,321,5056
"James Coughlin","230022","US","Ohio",296,30,5,6,60,78,3598,397,3.89,"C 3.72",2764,1248,31,17751
"Samuel Warley","46455","GB","UK and I",189,11,7,7,57,48,2742,204,5.78,"B 3.06",2764,1350,672,10859
"Rick Haese","111259","DE","DE-AT-CH",28,4,3,3,94,15,507,39,1.98,"A 2.02",2764,1640,297,2628
"Tyler Jones","139507","US","New England",198,11,7,10,69,73,3190,220,4.93,"A 3.38",2764,1337,1286,13751
"Aidan O'Hanlon","16530","GB","UK and I",76,6,5,6,76,22,1432,117,3.84,"A 4.37",2763,1635,254,5791
"Marcus Naris","72567","GB","UK and I",896,39,8,8,52,164,14393,779,6.72,"B 2.42",2763,1235,2196,46366
"Francesco Paoli","43709","IT","Italy",79,5,7,6,76,21,1280,119,4.08,"A 4.34",2763,1684,199,6036
"Geofrey Marcel","35492","FR","France",94,15,4,7,72,32,1639,341,4.95,"A 3.19",2763,1901,493,6753
"Emerson Bracisievicz","46822","BR","Brazil",195,2,8,7,50,29,3723,44,4.06,"A 3.74",2763,1724,440,9809
"Matt Smith-Doiron","50300","CA","Canada",390,26,9,8,59,82,6863,328,4.25,"A 2.20",2763,1142,1138,23092
"Brian Harrell","19309","US","Virginias",176,6,8,8,65,40,4705,135,4.38,"A 3.78",2762,1281,616,11485
"Performance Motorsports","215973","AU","Australia/NZ",26,17,2,2,91,20,380,240,2.46,"D 4.46",2762,1296,6,2377
"Bruce Kielly","168895","AU","Australia/NZ",204,11,7,7,54,43,4402,170,4.26,"B 4.70",2762,1350,652,10926
"Ryan Simpson","26979","AU","Australia/NZ",77,32,3,3,83,43,960,466,4.12,"D 4.40",2762,1288,155,6381
"Tresch Patrick","155386","FR","France",396,62,6,10,70,147,5946,1343,7.33,"B 2.91",2762,1326,2622,27606
"Anderson Perez","67292","BR","Brazil",459,25,7,7,68,100,9808,684,5.31,"B 3.70",2762,1471,750,31118
"Ben Dowel","68257","AU","Australia/NZ",46,13,4,7,79,25,804,282,3.85,"A 3.55",2762,1440,360,3639
"Cristian Martinez","115071","AR","Hispanoamérica",131,32,4,5,64,57,1381,382,7.52,"D 3.53",2762,1350,0,8400
"Stephen Harpham","27094","GB","UK and I",112,10,6,7,81,33,1974,165,4.45,"A 4.99",2761,1513,465,9111
"Aaron Heap","21772","AU","Australia/NZ",308,46,5,6,53,96,4647,870,4.3,"A 3.76",2761,2073,773,16450
"Juha Pietiläinen","108895","FI","Finland",576,50,8,9,51,147,10242,1280,5.33,"A 3.56",2761,1211,2278,29238
"Ogiwara Takeshi","234862","JP","Asia",85,15,5,5,63,37,849,232,4.55,"C 2.87",2761,1350,189,5319
"Dan Pettersen","236696","NO","Scandinavia",56,5,6,5,70,22,893,71,2.7,"C 4.68",2760,1350,238,3936
"Javier Santed","203484","ES","Iberia",199,4,12,11,69,28,3694,75,3.89,"A 3.58",2760,1502,730,13685
"Ken Ueno","55706","AU","International Club",74,15,3,6,72,31,1253,332,4.95,"A 2.97",2760,2168,296,5358
"Charneau Francois","168092","FR","France",226,28,5,6,68,73,4206,350,4.8,"A 4.00",2760,1716,493,15771
"Antonio Rojas Cachairo2","121763","ES","Iberia",429,30,7,8,67,99,9016,359,5.83,"A 2.34",2760,1410,1492,28904
"Victor Veloso2","227953","BR","Brazil",41,8,3,5,83,21,499,123,4.2,"C 3.30",2760,1282,0,3406
"Axel Straub","234642","DE","DE-AT-CH",173,10,8,8,61,43,2837,141,6.63,"B 4.12",2759,1289,957,10497
"Jeffrey Guerry","145931","US","Mid-South",142,21,6,7,59,57,1885,348,3.73,"A 2.71",2759,1641,612,8393
"Dan King","199588","AU","Australia/NZ",1110,78,7,8,59,277,15874,1208,6.35,"A 1.81",2759,1312,2418,65300
"Jason Capie","54748","AU","Australia/NZ",59,13,3,4,75,23,800,253,4.81,"D 3.76",2759,1302,0,4448
